drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency,PRR_float,label
3355,Diclofenac,704,Amitriptyline,10036105,Polyneuropathy,4,918,2,9218,20.0,0.865336,0.00433839,20.0,1
3355,Diclofenac,704,Amitriptyline,10007697,Carpal tunnel syndrome,7,915,9,9211,7.77778,0.502768,0.00759219,7.77778,1
3355,Diclofenac,704,Amitriptyline,10034701,Peroneal nerve palsy,6,916,4,9216,15.0,0.644572,0.00650759,15.0,1
3355,Diclofenac,704,Amitriptyline,10029331,Neuropathy peripheral,15,907,24,9196,6.25,0.327323,0.016269,6.25,1
3355,Diclofenac,704,Amitriptyline,10034620,Peripheral sensory neuropathy,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10018659,Grand mal convulsion,2,920,18,9202,1.11111,0.744555,0.0021692,1.11111,1
3355,Diclofenac,704,Amitriptyline,10010904,Convulsion,9,913,102,9118,0.882353,0.346009,0.00976139,0.882353,0
3355,Diclofenac,704,Amitriptyline,10015037,Epilepsy,1,921,27,9193,0.37037,1.01776,0.0010846,0.37037,0
3355,Diclofenac,704,Amitriptyline,10000125,Abnormal dreams,4,918,36,9184,1.11111,0.525913,0.00433839,1.11111,1
3355,Diclofenac,704,Amitriptyline,10041009,Sleep talking,12,910,1,9219,120.0,1.04026,0.0130152,120.0,1
3355,Diclofenac,704,Amitriptyline,10041010,Sleep terror,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10041347,Somnambulism,6,916,4,9216,15.0,0.644572,0.00650759,15.0,1
3355,Diclofenac,704,Amitriptyline,10022437,Insomnia,29,893,149,9071,1.94631,0.200003,0.0314534,1.94631,1
3355,Diclofenac,704,Amitriptyline,10009191,Circadian rhythm sleep disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10020765,Hypersomnia,1,921,13,9207,0.769231,1.03717,0.0010846,0.769231,0
3355,Diclofenac,704,Amitriptyline,10040979,Sleep apnoea syndrome,2,920,9,9211,2.22222,0.780972,0.0021692,2.22222,1
3355,Diclofenac,704,Amitriptyline,10062519,Poor quality sleep,2,920,8,9212,2.5,0.789814,0.0021692,2.5,1
3355,Diclofenac,704,Amitriptyline,10037841,Rapid eye movements sleep abnormal,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10008289,Cervical myelopathy,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10050219,Lumbar radiculopathy,3,919,2,9218,15.0,0.912217,0.0032538,15.0,1
3355,Diclofenac,704,Amitriptyline,10061866,Nerve root compression,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10061928,Radiculitis,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10037779,Radiculopathy,8,914,3,9217,26.6667,0.676121,0.00867679,26.6667,1
3355,Diclofenac,704,Amitriptyline,10041549,Spinal cord compression,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10061367,Spinal cord disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10048824,Cerebral ventricle dilatation,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10029328,Neuropathy,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10039906,Seizure,5,917,7,9213,7.14286,0.58452,0.00542299,7.14286,1
3355,Diclofenac,704,Amitriptyline,10000234,Abortion spontaneous,2,920,30,9190,0.666667,0.729479,0.0021692,0.666667,0
3355,Diclofenac,704,Amitriptyline,10036590,Premature baby,1,921,15,9205,0.666667,1.03222,0.0010846,0.666667,0
3355,Diclofenac,704,Amitriptyline,10045188,Twin pregnancy,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10045542,Unintended pregnancy,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10061621,Adjustment disorder,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10057666,Anxiety disorder,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10018075,Generalised anxiety disorder,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10002855,Anxiety,34,888,167,9053,2.03593,0.184951,0.0368764,2.03593,1
3355,Diclofenac,704,Amitriptyline,10029216,Nervousness,4,918,36,9184,1.11111,0.525913,0.00433839,1.11111,1
3355,Diclofenac,704,Amitriptyline,10042209,Stress,6,916,29,9191,2.06897,0.447165,0.00650759,2.06897,1
3355,Diclofenac,704,Amitriptyline,10016275,Fear,4,918,21,9199,1.90476,0.54445,0.00433839,1.90476,1
3355,Diclofenac,704,Amitriptyline,10066392,Fear of death,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10029897,Obsessive thoughts,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10029898,Obsessive-compulsive disorder,1,921,5,9215,2.0,1.0949,0.0010846,2.0,1
3355,Diclofenac,704,Amitriptyline,10033664,Panic attack,7,915,27,9193,2.59259,0.422731,0.00759219,2.59259,1
3355,Diclofenac,704,Amitriptyline,10033670,Panic reaction,2,920,5,9215,4.0,0.835947,0.0021692,4.0,1
3355,Diclofenac,704,Amitriptyline,10036316,Post-traumatic stress disorder,3,919,2,9218,15.0,0.912217,0.0032538,15.0,1
3355,Diclofenac,704,Amitriptyline,10061046,Communication disorder,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10012218,Delirium,10,912,17,9203,5.88235,0.397027,0.010846,5.88235,1
3355,Diclofenac,704,Amitriptyline,10012378,Depression,52,870,156,9064,3.33333,0.156358,0.0563991,3.33333,1
3355,Diclofenac,704,Amitriptyline,10057840,Major depression,2,920,3,9217,6.66667,0.912217,0.0021692,6.66667,1
3355,Diclofenac,704,Amitriptyline,10002511,Anhedonia,2,920,13,9207,1.53846,0.758769,0.0021692,1.53846,1
3355,Diclofenac,704,Amitriptyline,10011971,Decreased interest,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10012374,Depressed mood,5,917,22,9198,2.27273,0.494228,0.00542299,2.27273,1
3355,Diclofenac,704,Amitriptyline,10043169,Tearfulness,3,919,1,9219,30.0,1.15418,0.0032538,30.0,1
3355,Diclofenac,704,Amitriptyline,10013457,Dissociation,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10012239,Delusion,1,921,12,9208,0.833333,1.04026,0.0010846,0.833333,0
3355,Diclofenac,704,Amitriptyline,10019063,Hallucination,2,920,33,9187,0.606061,0.727399,0.0021692,0.606061,0
3355,Diclofenac,704,Amitriptyline,10019070,"Hallucination, auditory",2,920,9,9211,2.22222,0.780972,0.0021692,2.22222,1
3355,Diclofenac,704,Amitriptyline,10019075,"Hallucination, visual",3,919,11,9209,2.72727,0.650422,0.0032538,2.72727,1
3355,Diclofenac,704,Amitriptyline,10004716,Binge eating,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10061215,Impulse-control disorder,3,919,3,9217,10.0,0.815766,0.0032538,10.0,1
3355,Diclofenac,704,Amitriptyline,10034158,Pathological gambling,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10057667,Bipolar disorder,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10054196,Affect lability,2,920,5,9215,4.0,0.835947,0.0021692,4.0,1
3355,Diclofenac,704,Amitriptyline,10002368,Anger,2,920,19,9201,1.05263,0.742589,0.0021692,1.05263,1
3355,Diclofenac,704,Amitriptyline,10014551,Emotional disorder,12,910,19,9201,6.31579,0.367113,0.0130152,6.31579,1
3355,Diclofenac,704,Amitriptyline,10049119,Emotional distress,10,912,40,9180,2.5,0.351862,0.010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10064862,Frustration,1,921,5,9215,2.0,1.0949,0.0010846,2.0,1
3355,Diclofenac,704,Amitriptyline,10027940,Mood altered,3,919,19,9201,1.57895,0.6203,0.0032538,1.57895,1
3355,Diclofenac,704,Amitriptyline,10027951,Mood swings,1,921,25,9195,0.4,1.01922,0.0010846,0.4,0
3355,Diclofenac,704,Amitriptyline,10001443,Affective disorder,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10002942,Apathy,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10001488,Aggression,7,915,44,9176,1.59091,0.405452,0.00759219,1.59091,1
3355,Diclofenac,704,Amitriptyline,10049666,Homicidal ideation,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10033864,Paranoia,1,921,16,9204,0.625,1.0302,0.0010846,0.625,0
3355,Diclofenac,704,Amitriptyline,10041243,Social avoidant behaviour,3,919,2,9218,15.0,0.912217,0.0032538,15.0,1
3355,Diclofenac,704,Amitriptyline,10047426,Violence-related symptom,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10034721,Personality disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10061422,Abnormal behaviour,4,918,29,9191,1.37931,0.53225,0.00433839,1.37931,1
3355,Diclofenac,704,Amitriptyline,10020910,Hyperventilation,3,919,4,9216,7.5,0.762981,0.0032538,7.5,1
3355,Diclofenac,704,Amitriptyline,10061472,Psychiatric symptom,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10043528,Throat tightness,3,919,19,9201,1.57895,0.6203,0.0032538,1.57895,1
3355,Diclofenac,704,Amitriptyline,10061284,Mental disorder,6,916,20,9200,3.0,0.464191,0.00650759,3.0,1
3355,Diclofenac,704,Amitriptyline,10048294,Mental status changes,6,916,34,9186,1.76471,0.441458,0.00650759,1.76471,1
3355,Diclofenac,704,Amitriptyline,10014928,Enuresis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10012335,Dependence,3,919,6,9214,5.0,0.706263,0.0032538,5.0,1
3355,Diclofenac,704,Amitriptyline,10013654,Drug abuse,3,919,37,9183,0.810811,0.599306,0.0032538,0.810811,0
3355,Diclofenac,704,Amitriptyline,10013663,Drug dependence,1,921,23,9197,0.434783,1.02092,0.0010846,0.434783,0
3355,Diclofenac,704,Amitriptyline,10065679,Intentional drug misuse,3,919,41,9179,0.731707,0.597102,0.0032538,0.731707,0
3355,Diclofenac,704,Amitriptyline,10061920,Psychotic disorder,4,918,23,9197,1.73913,0.540634,0.00433839,1.73913,1
3355,Diclofenac,704,Amitriptyline,10039621,Schizoaffective disorder,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10061461,Erectile dysfunction,1,921,13,9207,0.769231,1.03717,0.0010846,0.769231,0
3355,Diclofenac,704,Amitriptyline,10024419,Libido decreased,1,921,10,9210,1.0,1.04824,0.0010846,1.0,0
3355,Diclofenac,704,Amitriptyline,10024870,Loss of libido,1,921,6,9214,1.66667,1.07957,0.0010846,1.66667,1
3355,Diclofenac,704,Amitriptyline,10013941,Dyspareunia,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10040477,Sexual dysfunction,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10029412,Nightmare,2,920,19,9201,1.05263,0.742589,0.0021692,1.05263,1
3355,Diclofenac,704,Amitriptyline,10040984,Sleep disorder,7,915,29,9191,2.41379,0.419699,0.00759219,2.41379,1
3355,Diclofenac,704,Amitriptyline,10010144,Completed suicide,4,918,71,9149,0.56338,0.512729,0.00433839,0.56338,0
3355,Diclofenac,704,Amitriptyline,10022524,Intentional self-injury,2,920,10,9210,2.0,0.773826,0.0021692,2.0,1
3355,Diclofenac,704,Amitriptyline,10063495,Self injurious behaviour,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10051154,Self-injurious ideation,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10042458,Suicidal ideation,12,910,59,9161,2.0339,0.314785,0.0130152,2.0339,1
3355,Diclofenac,704,Amitriptyline,10042464,Suicide attempt,23,899,34,9186,6.76471,0.267763,0.0249458,6.76471,1
3355,Diclofenac,704,Amitriptyline,10061011,Bladder disorder,4,918,3,9217,13.3333,0.762981,0.00433839,13.3333,1
3355,Diclofenac,704,Amitriptyline,10048475,Bladder prolapse,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10011803,Cystocele,4,918,1,9219,40.0,1.1175,0.00433839,40.0,1
3355,Diclofenac,704,Amitriptyline,10046528,Urinary bladder haemorrhage,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10046566,Urinary tract disorder,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10065581,Focal glomerulosclerosis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10048302,Tubulointerstitial nephritis,1,921,8,9212,1.25,1.0601,0.0010846,1.25,1
3355,Diclofenac,704,Amitriptyline,10029159,Nephrosclerosis,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10038428,Renal disorder,1,921,23,9197,0.434783,1.02092,0.0010846,0.434783,0
3355,Diclofenac,704,Amitriptyline,10001017,Acute prerenal failure,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10002847,Anuria,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10038435,Renal failure,10,912,81,9139,1.23457,0.333396,0.010846,1.23457,1
3355,Diclofenac,704,Amitriptyline,10038436,Renal failure acute,42,880,89,9131,4.7191,0.18399,0.0455531,4.7191,1
3355,Diclofenac,704,Amitriptyline,10038444,Renal failure chronic,4,918,16,9204,2.5,0.557949,0.00433839,2.5,1
3355,Diclofenac,704,Amitriptyline,10062237,Renal impairment,5,917,38,9182,1.31579,0.474471,0.00542299,1.31579,1
3355,Diclofenac,704,Amitriptyline,10003885,Azotaemia,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10038540,Renal tubular necrosis,2,920,6,9214,3.33333,0.815766,0.0021692,3.33333,1
3355,Diclofenac,704,Amitriptyline,10005063,Bladder pain,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10013990,Dysuria,8,914,27,9193,2.96296,0.401054,0.00867679,2.96296,1
3355,Diclofenac,704,Amitriptyline,10027566,Micturition urgency,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10036018,Pollakiuria,4,918,17,9203,2.35294,0.554644,0.00433839,2.35294,1
3355,Diclofenac,704,Amitriptyline,10046494,Urge incontinence,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10046555,Urinary retention,10,912,20,9200,5.0,0.385755,0.010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10008796,Chromaturia,1,921,7,9213,1.42857,1.06849,0.0010846,1.42857,1
3355,Diclofenac,704,Amitriptyline,10018867,Haematuria,4,918,16,9204,2.5,0.557949,0.00433839,2.5,1
3355,Diclofenac,704,Amitriptyline,10057135,Urine odour abnormal,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10038490,Renal pain,2,920,6,9214,3.33333,0.815766,0.0021692,3.33333,1
3355,Diclofenac,704,Amitriptyline,10029148,Nephrolithiasis,2,920,17,9203,1.17647,0.746747,0.0021692,1.17647,1
3355,Diclofenac,704,Amitriptyline,10061021,Breast disorder,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10006242,Breast enlargement,2,920,2,9218,10.0,0.999403,0.0021692,10.0,1
3355,Diclofenac,704,Amitriptyline,10006272,Breast mass,1,921,5,9215,2.0,1.0949,0.0010846,2.0,1
3355,Diclofenac,704,Amitriptyline,10006277,Breast necrosis,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10006298,Breast pain,1,921,10,9210,1.0,1.04824,0.0010846,1.0,0
3355,Diclofenac,704,Amitriptyline,10006312,Breast swelling,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10008263,Cervical dysplasia,3,919,1,9219,30.0,1.15418,0.0032538,30.0,1
3355,Diclofenac,704,Amitriptyline,10027304,Menopausal symptoms,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10027327,Menstrual disorder,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10027313,Menorrhagia,1,921,14,9206,0.714286,1.03452,0.0010846,0.714286,0
3355,Diclofenac,704,Amitriptyline,10004446,Benign prostatic hyperplasia,2,920,8,9212,2.5,0.789814,0.0021692,2.5,1
3355,Diclofenac,704,Amitriptyline,10061979,Genital pain,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10014328,Ejaculation failure,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10014778,Endometriosis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10046779,Uterine disorder,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10046910,Vaginal haemorrhage,4,918,23,9197,1.73913,0.540634,0.00433839,1.73913,1
3355,Diclofenac,704,Amitriptyline,10046943,Vaginal ulceration,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10046901,Vaginal discharge,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10067182,Bronchial wall thickening,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10009033,Chronic obstructive pulmonary disease,16,906,35,9185,4.57143,0.299797,0.0173536,4.57143,1
3355,Diclofenac,704,Amitriptyline,10047924,Wheezing,9,913,23,9197,3.91304,0.391658,0.00976139,3.91304,1
3355,Diclofenac,704,Amitriptyline,10035669,Pneumonia aspiration,1,921,12,9208,0.833333,1.04026,0.0010846,0.833333,0
3355,Diclofenac,704,Amitriptyline,10035742,Pneumonitis,1,921,13,9207,0.769231,1.03717,0.0010846,0.769231,0
3355,Diclofenac,704,Amitriptyline,10003598,Atelectasis,5,917,5,9215,10.0,0.631512,0.00542299,10.0,1
3355,Diclofenac,704,Amitriptyline,10014561,Emphysema,2,920,9,9211,2.22222,0.780972,0.0021692,2.22222,1
3355,Diclofenac,704,Amitriptyline,10022611,Interstitial lung disease,7,915,26,9194,2.69231,0.424412,0.00759219,2.69231,1
3355,Diclofenac,704,Amitriptyline,10025102,Lung infiltration,3,919,7,9213,4.28571,0.689201,0.0032538,4.28571,1
3355,Diclofenac,704,Amitriptyline,10037383,Pulmonary fibrosis,5,917,8,9212,6.25,0.56904,0.00542299,6.25,1
3355,Diclofenac,704,Amitriptyline,10001052,Acute respiratory distress syndrome,2,920,9,9211,2.22222,0.780972,0.0021692,2.22222,1
3355,Diclofenac,704,Amitriptyline,10035595,Pleural disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10035618,Pleurisy,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10035598,Pleural effusion,6,916,38,9182,1.57895,0.437938,0.00650759,1.57895,1
3355,Diclofenac,704,Amitriptyline,10035759,Pneumothorax,1,921,10,9210,1.0,1.04824,0.0010846,1.0,0
3355,Diclofenac,704,Amitriptyline,10037400,Pulmonary hypertension,1,921,13,9207,0.769231,1.03717,0.0010846,0.769231,0
3355,Diclofenac,704,Amitriptyline,10037377,Pulmonary embolism,12,910,71,9149,1.69014,0.310201,0.0130152,1.69014,1
3355,Diclofenac,704,Amitriptyline,10037410,Pulmonary infarction,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10021079,Hypopnoea,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10038669,Respiratory arrest,2,920,28,9192,0.714286,0.73111,0.0021692,0.714286,0
3355,Diclofenac,704,Amitriptyline,10038687,Respiratory distress,2,920,17,9203,1.17647,0.746747,0.0021692,1.17647,1
3355,Diclofenac,704,Amitriptyline,10021143,Hypoxia,5,917,21,9199,2.38095,0.496413,0.00542299,2.38095,1
3355,Diclofenac,704,Amitriptyline,10011224,Cough,14,908,105,9115,1.33333,0.282417,0.0151844,1.33333,1
3355,Diclofenac,704,Amitriptyline,10036790,Productive cough,4,918,11,9209,3.63636,0.582852,0.00433839,3.63636,1
3355,Diclofenac,704,Amitriptyline,10037833,Rales,2,920,4,9216,5.0,0.865336,0.0021692,5.0,1
3355,Diclofenac,704,Amitriptyline,10039109,Rhonchi,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10001053,Acute respiratory failure,1,921,11,9209,0.909091,1.04389,0.0010846,0.909091,0
3355,Diclofenac,704,Amitriptyline,10003504,Aspiration,1,921,3,9217,3.33333,1.15418,0.0010846,3.33333,1
3355,Diclofenac,704,Amitriptyline,10025082,Lung disorder,3,919,21,9199,1.42857,0.616246,0.0032538,1.42857,1
3355,Diclofenac,704,Amitriptyline,10056342,Pulmonary mass,3,919,1,9219,30.0,1.15418,0.0032538,30.0,1
3355,Diclofenac,704,Amitriptyline,10038683,Respiratory disorder,5,917,18,9202,2.77778,0.504344,0.00542299,2.77778,1
3355,Diclofenac,704,Amitriptyline,10052251,Respiratory tract congestion,1,921,10,9210,1.0,1.04824,0.0010846,1.0,0
3355,Diclofenac,704,Amitriptyline,10008589,Choking,3,919,3,9217,10.0,0.815766,0.0032538,10.0,1
3355,Diclofenac,704,Amitriptyline,10041232,Sneezing,1,921,13,9207,0.769231,1.03717,0.0010846,0.769231,0
3355,Diclofenac,704,Amitriptyline,10041235,Snoring,2,920,2,9218,10.0,0.999403,0.0021692,10.0,1
3355,Diclofenac,704,Amitriptyline,10042241,Stridor,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10028735,Nasal congestion,2,920,29,9191,0.689655,0.730267,0.0021692,0.689655,0
3355,Diclofenac,704,Amitriptyline,10015090,Epistaxis,5,917,26,9194,1.92308,0.487102,0.00542299,1.92308,1
3355,Diclofenac,704,Amitriptyline,10062209,Nasal disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10040742,Sinus congestion,1,921,11,9209,0.909091,1.04389,0.0010846,0.909091,0
3355,Diclofenac,704,Amitriptyline,10062244,Sinus disorder,3,919,7,9213,4.28571,0.689201,0.0032538,4.28571,1
3355,Diclofenac,704,Amitriptyline,10034829,Pharyngeal oedema,1,921,12,9208,0.833333,1.04026,0.0010846,0.833333,0
3355,Diclofenac,704,Amitriptyline,10053477,Tonsillar disorder,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10020649,Hyperkeratosis,2,920,1,9219,20.0,1.22426,0.0021692,20.0,1
3355,Diclofenac,704,Amitriptyline,10012441,Dermatitis bullous,1,921,4,9216,2.5,1.1175,0.0010846,2.5,1
3355,Diclofenac,704,Amitriptyline,10013786,Dry skin,1,921,29,9191,0.344828,1.01651,0.0010846,0.344828,0
3355,Diclofenac,704,Amitriptyline,10059284,Epidermal necrosis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10033474,Pain of skin,1,921,10,9210,1.0,1.04824,0.0010846,1.0,0
3355,Diclofenac,704,Amitriptyline,10040829,Skin discolouration,1,921,16,9204,0.625,1.0302,0.0010846,0.625,0
3355,Diclofenac,704,Amitriptyline,10040849,Skin fissures,1,921,2,9218,5.0,1.22426,0.0010846,5.0,1
3355,Diclofenac,704,Amitriptyline,10040893,Skin necrosis,2,920,3,9217,6.66667,0.912217,0.0021692,6.66667,1
3355,Diclofenac,704,Amitriptyline,10042682,Swelling face,5,917,41,9179,1.21951,0.472438,0.00542299,1.21951,1
3355,Diclofenac,704,Amitriptyline,10012431,Dermatitis,1,921,5,9215,2.0,1.0949,0.0010846,2.0,1
3355,Diclofenac,704,Amitriptyline,10014184,Eczema,5,917,8,9212,6.25,0.56904,0.00542299,6.25,1
3355,Diclofenac,704,Amitriptyline,10029263,Neurodermatitis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10040880,Skin irritation,3,919,6,9214,5.0,0.706263,0.0032538,5.0,1
3355,Diclofenac,704,Amitriptyline,10041955,Stasis dermatitis,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10015150,Erythema,12,910,102,9118,1.17647,0.303223,0.0130152,1.17647,1
3355,Diclofenac,704,Amitriptyline,10051576,Generalised erythema,2,920,7,9213,2.85714,0.801039,0.0021692,2.85714,1
3355,Diclofenac,704,Amitriptyline,10037855,Rash erythematous,1,921,29,9191,0.344828,1.01651,0.0010846,0.344828,0
3355,Diclofenac,704,Amitriptyline,10029415,Nikolsky's sign,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10040844,Skin exfoliation,7,915,26,9194,2.69231,0.424412,0.00759219,2.69231,1
3355,Diclofenac,704,Amitriptyline,10034972,Photosensitivity reaction,3,919,6,9214,5.0,0.706263,0.0032538,5.0,1
3355,Diclofenac,704,Amitriptyline,10037087,Pruritus,23,899,169,9051,1.36095,0.21955,0.0249458,1.36095,1
3355,Diclofenac,704,Amitriptyline,10052576,Pruritus generalised,5,917,24,9196,2.08333,0.490381,0.00542299,2.08333,1
3355,Diclofenac,704,Amitriptyline,10037884,Rash pruritic,4,918,32,9188,1.25,0.529204,0.00433839,1.25,1
3355,Diclofenac,704,Amitriptyline,10058675,Dermatitis psoriasiform,1,921,1,9219,10.0,1.41379,0.0010846,10.0,1
3355,Diclofenac,704,Amitriptyline,10037153,Psoriasis,3,919,45,9175,0.666667,0.595284,0.0032538,0.666667,0
3355,Diclofenac,704,Amitriptyline,10037844,Rash,25,897,178,9042,1.40449,0.210772,0.027115,1.40449,1
3355,Diclofenac,704,Amitriptyline,10037858,Rash generalised,2,920,18,9202,1.11111,0.744555,0.0021692,1.11111,1
